id,star_rating,name,description,brand,address.addr1,address.city,address.region,address.country,address.postal_code,latitude,longitude,neighborhood[0],base_price,image[0].url,url
GR_264704,3,CRETA VERANO HOTEL,CRETA VERANO HOTEL,CRETA VERANO HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,591 EUR,https://img.tezapi.eu/hotel/7019811/Creta-Verano-Hotel-Malia-Exterior_2685_middle.jpg,https://www.teztour.ee/tours/8866774287c4bc1d56f7d2a908b13450/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/264704/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_266052,5,RODOS PALACE,RODOS PALACE,RODOS PALACE,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Kreeka,00000,39.0,22.0,Rhodos-Ialysos/Rhodos,590 EUR,https://img.tezapi.eu/hotel/7020008/02_Exterior_view_from_main_outdoor_swimming_pools_-_Rodos_Palace_Hotel_9735_middle.JPG,https://www.teztour.ee/tours/329798eeadc670155c4520eaafa22f59/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/266052/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/3/maxNights/6/currencyId/18864.et.html
GR_266055,4,SIRENE BEACH HOTEL,SIRENE BEACH HOTEL,SIRENE BEACH HOTEL,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Kreeka,00000,39.0,22.0,Rhodos-Ialysos/Rhodos,1220 EUR,https://img.tezapi.eu/hotel/7020009/POOLS_2217_middle.jpg,https://www.teztour.ee/tours/6cbf9a5f64bc9cf66db450d883155928/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/266055/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_266173,4,AELIUS HOTEL AND SPA,AELIUS HOTEL AND SPA,AELIUS HOTEL AND SPA,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,696 EUR,https://img.tezapi.eu/hotel/7019851/SENSUS_HOTEL__1__5131_middle.jpg,https://www.teztour.ee/tours/391a420fe12487839458096df8386caf/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/266173/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_276212,3,PHILOXENIA HOTEL & SPA,PHILOXENIA HOTEL & SPA,PHILOXENIA HOTEL & SPA,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,616 EUR,https://img.tezapi.eu/hotel/7020037/Panorama_1_1374_middle.jpg,https://www.teztour.ee/tours/d2018eb56110cc2a8d90cfe1fd5e20d7/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/276212/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_288353,3,ILIOSTASI BEACH APARTMENTS,ILIOSTASI BEACH APARTMENTS,ILIOSTASI BEACH APARTMENTS,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,551 EUR,https://img.tezapi.eu/hotel/50000696/pool_3_2802_middle.jpg,https://www.teztour.ee/tours/d1b76360c859337afe1c754963149707/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/288353/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_288587,5,KRESTEN ROYAL EUPHORIA RESORT,KRESTEN ROYAL EUPHORIA RESORT,KRESTEN ROYAL EUPHORIA RESORT,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Kreeka,00000,39.0,22.0,Rhodos-Kallithea/Faliraki,1449 EUR,https://img.tezapi.eu/hotel/7020508/RHO_70433_Kresten_Royal_Euphoria_Resort_1024_18_9815_middle.jpg,https://www.teztour.ee/tours/1812c5b0562ea09f08b25ceaabe1b358/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/288587/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_289297,5,CASA COOK RHODES,CASA COOK RHODES,CASA COOK RHODES,Rhodos-Kolymbia,Rhodos-Kolymbia,Rhodos-Kolymbia,Kreeka,00000,39.0,22.0,Rhodos-Kolymbia,2515 EUR,https://img.tezapi.eu/hotel/7020773/wp2015-12_7740_middle.jpg,https://www.teztour.ee/tours/0c39bd0643a165f8f86041931f575d74/cityId/3746/countryId/7067498/adults/2/hotel/289297/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_289713,4,COOK'S CLUB HERSONISSOS,COOK'S CLUB HERSONISSOS,COOK'S CLUB HERSONISSOS,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,772 EUR,https://img.tezapi.eu/hotel/7020707/03_Cook_s_Club_-_Hotel_Photo_3033_middle.jpg,https://www.teztour.ee/tours/490b855f532cc41a43bd1d8e62ed6878/cityId/3746/countryId/7067498/adults/2/hotel/289713/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/3/maxNights/6/currencyId/18864.et.html
GR_290930,4,MISTRAL BAY HOTEL,MISTRAL BAY HOTEL,MISTRAL BAY HOTEL,Kreeta-Lassithi,Kreeta-Lassithi,Kreeta-Lassithi,Kreeka,00000,39.0,22.0,Kreeta-Lassithi,609 EUR,https://img.tezapi.eu/hotel/7020609/POOL_AREA5_9032_middle.jpg,https://www.teztour.ee/tours/3b598e1a2ff362209064e2a12959360e/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/290930/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_292819,2,CLEOPATRA APARTMENTS,CLEOPATRA APARTMENTS,CLEOPATRA APARTMENTS,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,586 EUR,https://img.tezapi.eu/hotel/7020778/low_JFS_1576_7063_middle.jpg,https://www.teztour.ee/tours/a8eadc01a6096bffc4d533bf1060cd79/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/292819/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_298464,5,ROYAL MARMIN BAY BOUTIQUE & ART HOTEL,ROYAL MARMIN BAY BOUTIQUE & ART HOTEL,ROYAL MARMIN BAY BOUTIQUE & ART HOTEL,Kreeta-Lassithi,Kreeta-Lassithi,Kreeta-Lassithi,Kreeka,00000,39.0,22.0,Kreeta-Lassithi,3675 EUR,https://img.tezapi.eu/hotel/7020933/48369377_1823219374470912_7470637742108442624_n_2021_middle.jpg,https://www.teztour.ee/tours/b82397c098a458a0011e48a4347dda6c/cityId/3746/countryId/7067498/adults/2/hotel/298464/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/14/maxNights/17/currencyId/18864.et.html
GR_299743,5,LINDOS VILLAGE RESORT & SPA,LINDOS VILLAGE RESORT & SPA,LINDOS VILLAGE RESORT & SPA,Rhodos-Lindos,Rhodos-Lindos,Rhodos-Lindos,Kreeka,00000,39.0,22.0,Rhodos-Lindos,1390 EUR,https://img.tezapi.eu/hotel/50001236/01_LV_Main_Pool_II_7294_middle.jpg,https://www.teztour.ee/tours/d8de55d67160b7720015bb5b015360b9/cityId/3746/countryId/7067498/adults/2/hotel/299743/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_300421,5,LINDOS IMPERIAL RESORT & SPA,LINDOS IMPERIAL RESORT & SPA,LINDOS IMPERIAL RESORT & SPA,Rhodos-Lindos,Rhodos-Lindos,Rhodos-Lindos,Kreeka,00000,39.0,22.0,Rhodos-Lindos,1088 EUR,https://img.tezapi.eu/hotel/50001296/Activity_pool_3_5577_middle.jpg,https://www.teztour.ee/tours/7fce0c65debaef432c2545fc8d143dbd/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/300421/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_304277,4,MINOS HOTEL,MINOS HOTEL,MINOS HOTEL,Kreeta-Rethymno,Kreeta-Rethymno,Kreeta-Rethymno,Kreeka,00000,39.0,22.0,Kreeta-Rethymno,776 EUR,https://img.tezapi.eu/hotel/50001636/07_8050_003894176284DDD187EB3A76C8602CA5_6848_middle.jpg,https://www.teztour.ee/tours/4278391b107dece65b822086d494d2ed/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/304277/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_306761,4,CRETAN VILLAGE HOTEL,CRETAN VILLAGE HOTEL,CRETAN VILLAGE HOTEL,Kreeta-Lassithi,Kreeta-Lassithi,Kreeta-Lassithi,Kreeka,00000,39.0,22.0,Kreeta-Lassithi,579 EUR,https://img.tezapi.eu/hotel/50001899/Outdoor__23__3068_AF648F4355BCEFD18EE4122F962D4175_1387_middle.jpg,https://www.teztour.ee/tours/7a6c6d1712212323a999fde3ea1fee38/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/306761/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_307004,4,SOLIMAR RUBY HOTEL,SOLIMAR RUBY HOTEL,SOLIMAR RUBY HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,689 EUR,https://img.tezapi.eu/hotel/50001917/Outdoor_3_from_Ruby_side+_ruby_pool_5718_middle.jpg,https://www.teztour.ee/tours/1463ba370d7437ec91f756f60f784123/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/307004/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_307777,3,MARILISA HOTEL,MARILISA HOTEL,MARILISA HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,592 EUR,https://img.tezapi.eu/hotel/50001896/Shotels_Marilisa_hotel_2__2__5662_middle.jpg,https://www.teztour.ee/tours/b06870d68ee5c85a23df103c9bfc59cc/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/307777/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_307782,3,SUNSET BEACH HOTEL CRETE,SUNSET BEACH HOTEL CRETE,SUNSET BEACH HOTEL CRETE,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,900 EUR,https://img.tezapi.eu/hotel/50001897/Screenshot_at_Oct_13_20-53-29_8550_middle.jpg,https://www.teztour.ee/tours/90bfcdac20999380e91f442aa89c9c7f/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/307782/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_308693,2,ARGO HOTEL,ARGO HOTEL,ARGO HOTEL,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Kreeka,00000,39.0,22.0,Rhodos-Kallithea/Faliraki,894 EUR,https://img.tezapi.eu/hotel/50002308/argo-hotel-007_7690_middle.jpg,https://www.teztour.ee/tours/6f119e6d4cdb0f1f229712d53ec2cce9/cityId/3746/countryId/7067498/adults/2/hotel/308693/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_309082,5,NANA GOLDEN BEACH,NANA GOLDEN BEACH,NANA GOLDEN BEACH,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,1379 EUR,https://img.tezapi.eu/hotel/7021333/WATER_PARK_9677_CB7AA7486404A977EFBE267D944F0E05_5107_middle.jpg,https://www.teztour.ee/tours/bd0bbe68c6cb6155f85f29d9d2bb04b1/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/309082/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_309382,3,ERATO HOTEL,ERATO HOTEL,ERATO HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,595 EUR,https://img.tezapi.eu/hotel/7021226/Erato_hotel_Main_image_pool_3942_B7DBFC26DFA4F2F1324D7FB975CD9A1A_4293_middle.jpg,https://www.teztour.ee/tours/2c360f9f0e4957b9166545ff89c15617/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/309382/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_309385,2,SUN BOUTIQUE,SUN BOUTIQUE,SUN BOUTIQUE,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,966 EUR,https://img.tezapi.eu/hotel/50002254/263384382_3105_middle.jpg,https://www.teztour.ee/tours/5b3ac4222fdd5c6399f75ca6c3beb4cd/cityId/3746/countryId/7067498/adults/2/hotel/309385/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/14/maxNights/17/currencyId/18864.et.html
GR_310359,2,HOTEL PARTHENON 24,HOTEL PARTHENON 24,HOTEL PARTHENON 24,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Rhodos-Ialysos/Rhodos,Kreeka,00000,39.0,22.0,Rhodos-Ialysos/Rhodos,542 EUR,https://img.tezapi.eu/hotel/7021363/parthenon_109_middle.jpg,https://www.teztour.ee/tours/8964d2bd4eb9ca0b47436995659883cc/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/310359/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_312539,3,ANNA MARIA VILLAGE,ANNA MARIA VILLAGE,ANNA MARIA VILLAGE,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,439 EUR,https://img.tezapi.eu/hotel/7021626/7__Hotel__1__7294_middle.jpg,https://www.teztour.ee/tours/adf1cb22dc05471b39ed004288e0f6fe/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/312539/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/3/maxNights/6/currencyId/18864.et.html
GR_313206,3,THALIA DECO HOTEL,THALIA DECO HOTEL,THALIA DECO HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,642 EUR,https://img.tezapi.eu/hotel/7021503/111075713_3107928912594585_8376912063590865358_n_3363_middle.jpg,https://www.teztour.ee/tours/1338c9b38331e33529148b8ef216e5cd/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/313206/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_313369,5,ANEMOS LUXURY GRAND RESORT,ANEMOS LUXURY GRAND RESORT,ANEMOS LUXURY GRAND RESORT,Kreeta-Hania,Kreeta-Hania,Kreeta-Hania,Kreeka,00000,39.0,22.0,Kreeta-Hania,951 EUR,https://img.tezapi.eu/hotel/50002302/Sirocco_Beach_Bar_3_7887_middle.jpg,https://www.teztour.ee/tours/6898d94d9b3817bde69ca82836e03d8a/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/313369/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_317089,4,DIOGENIS BLUE PALACE,DIOGENIS BLUE PALACE,DIOGENIS BLUE PALACE,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,684 EUR,https://img.tezapi.eu/hotel/50002673/DSF_6551_7020_middle.JPG,https://www.teztour.ee/tours/f5f9e812a94edc10e6f0937a43cf5f74/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/317089/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_320272,3,BLUE HORIZON APARTMENTS,BLUE HORIZON APARTMENTS,BLUE HORIZON APARTMENTS,Kreeta-Rethymno,Kreeta-Rethymno,Kreeta-Rethymno,Kreeka,00000,39.0,22.0,Kreeta-Rethymno,656 EUR,https://img.tezapi.eu/hotel/7022951/DSC_2828_4919_middle.JPG,https://www.teztour.ee/tours/6b8adaff5b8ead80c68fc9e0fb780d22/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/320272/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_324337,5,LYTTOS BEACH,LYTTOS BEACH,LYTTOS BEACH,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,1223 EUR,https://img.tezapi.eu/hotel/7022759/aerial-lyttos-beach-27_1927_134C10C8D0F05DAFBF985EA74905F47C_7266_middle.jpg,https://www.teztour.ee/tours/1435dc30bd67023a0a965581c5184158/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/324337/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_325105,5,AMADA COLOSSOS RESORT,AMADA COLOSSOS RESORT,AMADA COLOSSOS RESORT,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Rhodos-Kallithea/Faliraki,Kreeka,00000,39.0,22.0,Rhodos-Kallithea/Faliraki,1411 EUR,https://img.tezapi.eu/hotel/50003557/Amada_Colossos_Resort_Beach_4436_middle.jpg,https://www.teztour.ee/tours/8abc4b6223d26dedf890f2330f7dc63a/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/325105/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_325211,3,SERGIOS HOTEL,SERGIOS HOTEL,SERGIOS HOTEL,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,1624 EUR,https://img.tezapi.eu/hotel/7022785/Sergios_Hotel_-_Swimming_Pool__4__4257_95567424A17CE8BF715BF139A8D887A4_8279_middle.jpg,https://www.teztour.ee/tours/f04d704ecb662b7dd1a75aa377376531/cityId/3746/countryId/7067498/adults/2/hotel/325211/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/14/maxNights/17/currencyId/18864.et.html
GR_326991,2,KASSAVETIS CENTER - HOTEL STUDIOS & APARTMENTS,KASSAVETIS CENTER - HOTEL STUDIOS & APARTMENTS,KASSAVETIS CENTER - HOTEL STUDIOS & APARTMENTS,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,565 EUR,https://img.tezapi.eu/hotel/50003710/IMG_3723_8817_middle.JPEG,https://www.teztour.ee/tours/446a6613f9bdceb408d462ca1e069213/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/326991/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
GR_327660,5,KNOSSOS BEACH BUNGALOWS SUITES RESORT & SPA,KNOSSOS BEACH BUNGALOWS SUITES RESORT & SPA,KNOSSOS BEACH BUNGALOWS SUITES RESORT & SPA,Kreeta-Iraklion,Kreeta-Iraklion,Kreeta-Iraklion,Kreeka,00000,39.0,22.0,Kreeta-Iraklion,1193 EUR,https://img.tezapi.eu/hotel/7023268/KnossosBeach_visual-storyteller__5__8903_middle.jpg,https://www.teztour.ee/tours/bf6c2f5df9129a1fb85cdf8ca659b68c/cityId/3746/countryId/7067498/adults/2/ages/4/hotel/327660/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/06.08.2025/after/30.07.2025/minNights/7/maxNights/10/currencyId/18864.et.html
